@relation 'citation'
@attribute _id integer
@attribute 2000 real
@attribute 2001 real
@attribute 2002 real
@attribute 2003 real
@attribute 2004 real
@attribute 2005 real
@attribute 2006 real
@attribute 2007 real
@attribute 2008 real
@attribute 2009 real
@attribute average_average_citation real
@attribute average_citation real
@attribute average_coauthor real
@attribute average_publication real
@attribute cs_average_ranking_percentile real
@attribute journal_count_percentage real
@attribute max_average_citation real
@attribute max_citation real
@attribute max_coauthor real
@attribute max_publication real
@attribute non_cs_average_ranking_percentile real
@attribute outside_cs_percentage real
@attribute tire_1_count real
@attribute tire_1_percentage real
@attribute tire_2_count real
@attribute tire_2_percentage real
@attribute venue_average_citation real
@attribute venue_ranking_percentile real
@attribute venue_type {'Journal', 'Conference', 'Unknown'}
@attribute label {-1, 1}

@data
262148 , 3 , 15 , 11 , 11 , 24 , 25 , 26 , 27 , 36 , 23 , 4.9815575345 , 578.0 , 386.5 , 99.5 , 15.2159468439 , 0.332225913621 , 8.08665978891 , 1019 , 544 , 126 , 0.0 , 0.00332225913621 , 1 , 0.332225913621 , 2 , 0.664451827243 , 55.0459400563 , 1.25 , Journal , 1
270343 , 4 , 6 , 19 , 38 , 26 , 35 , 45 , 38 , 41 , 40 , 0.0 , 0.0 , 89.0 , 0.0 , 4.54114713217 , 0.249376558603 , 0.0 , 0 , 89 , 0 , 0.0 , 0.00249376558603 , 1 , 0.249376558603 , 4 , 0.997506234414 , 0 , 0 , Unknown , 1
704526 , 3 , 9 , 10 , 14 , 11 , 11 , 14 , 17 , 12 , 7 , 3.94725463754 , 67.0 , 240.0 , 18.0 , 23.7014925373 , 0.497512437811 , 4.23940149626 , 117 , 470 , 32 , 0.0 , 0.00497512437811 , 0 , 0.0 , 1 , 0.497512437811 , 15.224093494 , 6.89 , Journal , -1
57359 , 3 , 5 , 6 , 4 , 9 , 13 , 18 , 5 , 17 , 19 , 10.8281656156 , 363.5 , 91.0 , 27.5 , 2.89108910891 , 0.0 , 15.3534872649 , 645 , 108 , 42 , 0.0 , 0.00990099009901 , 1 , 0.990099009901 , 1 , 0.990099009901 , 33.1524628553 , 0.4 , Conference , -1
24551 , 6 , 5 , 15 , 9 , 16 , 13 , 18 , 26 , 7 , 20 , 4.85179828434 , 435.0 , 645.0 , 103.5 , 17.0638722555 , 0.0 , 6.26673808249 , 519 , 851 , 151 , 0.0 , 0.00199600798403 , 0 , 0.0 , 0 , 0.0 , 19.9530990056 , 1.69 , Journal , -1
286746 , 10 , 26 , 8 , 9 , 21 , 11 , 22 , 20 , 20 , 17 , 11.4672192575 , 1077.0 , 74.3333333333 , 50.3333333333 , 4.40199750312 , 0.0 , 25.7895175402 , 3095 , 124 , 120 , 0.0 , 0.00124843945069 , 6 , 0.749063670412 , 6 , 0.749063670412 , 36.2857707408 , 0.77 , Conference , -1
1286172 , 21 , 17 , 8 , 8 , 5 , 6 , 6 , 11 , 10 , 3 , 2.77633648347 , 219.083333333 , 283.083333333 , 25.5 , 3.44659587758 , 0.124921923798 , 12.901472746 , 2374 , 1109 , 184 , 39.6046511628 , 0.158337716991 , 12 , 0.749531542786 , 14 , 0.874453466583 , 0 , 0 , Unknown , -1
540711 , 8 , 16 , 9 , 13 , 10 , 19 , 11 , 11 , 11 , 9 , 0.620994514826 , 17.25 , 64.0 , 10.75 , 8.61768901569 , 0.570613409415 , 1.8851756641 , 66 , 225 , 35 , 0.0 , 0.00142653352354 , 3 , 0.427960057061 , 3 , 0.427960057061 , 15.9873940179 , 0.51 , Conference , -1
294952 , 7 , 13 , 14 , 10 , 11 , 4 , 9 , 19 , 9 , 6 , 5.91763294682 , 148.0 , 249.0 , 25.0 , 9.13976705491 , 0.332778702163 , 5.91763294682 , 148 , 249 , 25 , 1.43564356436 , 0.144079885877 , 3 , 0.499168053245 , 3 , 0.499168053245 , 36.4170069628 , 1.76 , Journal , -1
2048041 , 5 , 7 , 17 , 22 , 38 , 40 , 50 , 57 , 43 , 69 , 2.78088142559 , 127.0 , 56.0 , 38.3333333333 , 6.68656716418 , 0.497512437811 , 4.04624277457 , 259 , 71 , 64 , 2.48756218905 , 0.501246882793 , 1 , 0.497512437811 , 1 , 0.497512437811 , 33.9823893781 , 12.02 , Journal , 1
4358186 , 19 , 24 , 17 , 14 , 32 , 21 , 23 , 19 , 30 , 23 , 5.41017347839 , 184.0 , 107.0 , 34.0 , 9.10743285447 , 0.687070580887 , 5.41017347839 , 184 , 107 , 34 , 7.10891089109 , 0.0593768371546 , 8 , 0.499687695191 , 9 , 0.562148657089 , 8.49278786465 , 15.32 , Journal , 1
15245359 , 2 , 8 , 6 , 9 , 10 , 10 , 13 , 7 , 14 , 9 , 2.11174851971 , 45.0 , 128.0 , 19.5 , 15.6831683168 , 0.990099009901 , 2.39321417752 , 79 , 151 , 33 , 2.34653465347 , 0.502487562189 , 0 , 0.0 , 0 , 0.0 , 16.0292692518 , 15.84 , Journal , -1
15245360 , 1 , 2 , 3 , 5 , 7 , 17 , 14 , 12 , 13 , 6 , 2.53026628703 , 94.0 , 120.5 , 38.5 , 14.0792079208 , 0.990099009901 , 3.51328191945 , 123 , 136 , 42 , 0.0 , 0.00990099009901 , 0 , 0.0 , 0 , 0.0 , 16.0292692518 , 15.84 , Journal , -1
335926 , 9 , 15 , 19 , 9 , 9 , 16 , 9 , 9 , 5 , 12 , 3.81168747508 , 172.666666667 , 261.666666667 , 67.6666666667 , 2.36526946108 , 0.0 , 5.30109276912 , 228 , 433 , 133 , 0.0 , 0.00199600798403 , 4 , 0.798403193613 , 4 , 0.798403193613 , 33.7042940683 , 0.48 , Conference , -1
57413 , 3 , 5 , 2 , 9 , 17 , 14 , 11 , 8 , 10 , 8 , 3.03355051995 , 288.666666667 , 252.0 , 64.0 , 7.87064676617 , 0.497512437811 , 4.5954045954 , 820 , 646 , 182 , 0.0 , 0.00497512437811 , 1 , 0.497512437811 , 1 , 0.497512437811 , 11.8049245063 , 6.3 , Journal , -1
663624 , 5 , 6 , 9 , 7 , 7 , 13 , 13 , 6 , 4 , 4 , 1.24937531234 , 25.0 , 45.0 , 20.0 , 9.99401197605 , 0.0 , 1.24937531234 , 25 , 45 , 20 , 0.0 , 0.00199600798403 , 1 , 0.199600798403 , 1 , 0.199600798403 , 16.1996947654 , 0.73 , Journal , -1
106569 , 5 , 18 , 2 , 5 , 12 , 19 , 11 , 10 , 5 , 6 , 13.6078543113 , 1414.25 , 443.25 , 121.0 , 2.73453093812 , 0.199600798403 , 23.2401550704 , 2360 , 1058 , 225 , 0.0 , 0.00199600798403 , 4 , 0.798403193613 , 5 , 0.998003992016 , 20.0270710754 , 4.88 , Conference , -1
139345 , 22 , 37 , 64 , 66 , 97 , 122 , 107 , 113 , 96 , 80 , 6.62095257723 , 159.666666667 , 131.666666667 , 12.6666666667 , 12.3718772305 , 0.214132762313 , 14.1567236375 , 439 , 235 , 31 , 1.3631840796 , 0.125546533417 , 6 , 0.428265524625 , 6 , 0.428265524625 , 89.4446754299 , 0.23 , Conference , 1
2039898 , 4 , 5 , 10 , 9 , 11 , 7 , 6 , 15 , 17 , 12 , 6.45013712157 , 168.4 , 623.6 , 64.8 , 9.40863787375 , 0.664451827243 , 10.9452736318 , 277 , 1974 , 235 , 19.7425742574 , 0.25187032419 , 1 , 0.332225913621 , 2 , 0.664451827243 , 55.0459400563 , 1.25 , Journal , -1
745569 , 5 , 5 , 11 , 9 , 16 , 11 , 5 , 5 , 7 , 9 , 1.91797592328 , 94.0 , 164.0 , 49.0 , 0.740863787375 , 0.332225913621 , 1.91797592328 , 94 , 164 , 49 , 0.0 , 0.00332225913621 , 3 , 0.996677740864 , 3 , 0.996677740864 , 11.7816548554 , 16.64 , Journal , -1
