@relation 'citation'
@attribute _id integer
@attribute 2000 real
@attribute 2001 real
@attribute 2002 real
@attribute 2003 real
@attribute 2004 real
@attribute 2005 real
@attribute 2006 real
@attribute 2007 real
@attribute 2008 real
@attribute 2009 real
@attribute average_average_citation real
@attribute average_citation real
@attribute average_coauthor real
@attribute average_publication real
@attribute cs_average_ranking_percentile real
@attribute journal_count_percentage real
@attribute max_average_citation real
@attribute max_citation real
@attribute max_coauthor real
@attribute max_publication real
@attribute non_cs_average_ranking_percentile real
@attribute outside_cs_percentage real
@attribute tire_1_count real
@attribute tire_1_percentage real
@attribute tire_2_count real
@attribute tire_2_percentage real
@attribute venue_average_citation real
@attribute venue_ranking_percentile real
@attribute venue_type {'Journal', 'Conference', 'Unknown'}
@attribute label {-1, 1}

@data
4358186 , 19 , 24 , 17 , 14 , 32 , 21 , 23 , 19 , 30 , 23 , 5.41017347839 , 184.0 , 107.0 , 34.0 , 14.0665193138 , 0.36838227555 , 5.41017347839 , 184 , 107 , 34 , 7.10891089109 , 0.0105197375273 , 31 , 0.326281444059 , 37 , 0.389432691296 , 8.49278786465 , 15.32 , Journal , 1
15245359 , 2 , 8 , 6 , 9 , 10 , 10 , 13 , 7 , 14 , 9 , 2.11174851971 , 45.0 , 128.0 , 19.5 , 10.1164710995 , 0.651890482399 , 2.39321417752 , 79 , 151 , 33 , 11.5149501661 , 0.115724721261 , 6 , 0.26075619296 , 8 , 0.347674923946 , 16.0292692518 , 15.84 , Journal , -1
15245360 , 1 , 2 , 3 , 5 , 7 , 17 , 14 , 12 , 13 , 6 , 2.53026628703 , 94.0 , 120.5 , 38.5 , 15.2270663034 , 0.454132606721 , 3.51328191945 , 123 , 136 , 42 , 25.9651741294 , 0.154496541122 , 1 , 0.0908265213442 , 2 , 0.181653042688 , 16.0292692518 , 15.84 , Journal , -1
335926 , 9 , 15 , 19 , 9 , 9 , 16 , 9 , 9 , 5 , 12 , 3.81168747508 , 172.666666667 , 261.666666667 , 67.6666666667 , 9.1783685526 , 0.318109520564 , 5.30109276912 , 228 , 433 , 133 , 5.23383084577 , 0.0436861551837 , 16 , 0.363553737787 , 23 , 0.522608498069 , 33.7042940683 , 0.48 , Conference , -1
57413 , 3 , 5 , 2 , 9 , 17 , 14 , 11 , 8 , 10 , 8 , 3.03355051995 , 288.666666667 , 252.0 , 64.0 , 13.1281007034 , 0.333209922251 , 4.5954045954 , 820 , 646 , 182 , 30.3930348259 , 0.0692864529473 , 10 , 0.370233246946 , 14 , 0.518326545724 , 11.8049245063 , 6.3 , Journal , -1
663624 , 5 , 6 , 9 , 7 , 7 , 13 , 13 , 6 , 4 , 4 , 1.24937531234 , 25.0 , 45.0 , 20.0 , 17.1225472047 , 0.259163272862 , 1.24937531234 , 25 , 45 , 20 , 2.68316831683 , 0.0360585505177 , 4 , 0.148093298778 , 9 , 0.333209922251 , 16.1996947654 , 0.73 , Journal , -1
106569 , 5 , 18 , 2 , 5 , 12 , 19 , 11 , 10 , 5 , 6 , 13.6078543113 , 1414.25 , 443.25 , 121.0 , 10.6791881248 , 0.363526204181 , 23.2401550704 , 2360 , 1058 , 225 , 0.0 , 0.000302938503484 , 15 , 0.454407755226 , 19 , 0.575583156619 , 20.0270710754 , 4.88 , Conference , -1
139345 , 22 , 37 , 64 , 66 , 97 , 122 , 107 , 113 , 96 , 80 , 6.62095257723 , 159.666666667 , 131.666666667 , 12.6666666667 , 10.4572085818 , 0.305149992958 , 14.1567236375 , 439 , 235 , 31 , 5.00359856058 , 0.105079618503 , 90 , 0.422515374865 , 117 , 0.549269987325 , 89.4446754299 , 0.23 , Conference , 1
2039898 , 4 , 5 , 10 , 9 , 11 , 7 , 6 , 15 , 17 , 12 , 6.45013712157 , 168.4 , 623.6 , 64.8 , 6.82090831191 , 0.485575549843 , 10.9452736318 , 277 , 1974 , 235 , 19.7425742574 , 0.0280477645099 , 22 , 0.628391888032 , 26 , 0.742644958583 , 55.0459400563 , 1.25 , Journal , -1
745569 , 5 , 5 , 11 , 9 , 16 , 11 , 5 , 5 , 7 , 9 , 1.91797592328 , 94.0 , 164.0 , 49.0 , 13.6571056063 , 0.434593654933 , 1.91797592328 , 94 , 164 , 49 , 14.5930087391 , 0.258303772976 , 15 , 0.651890482399 , 15 , 0.651890482399 , 11.7816548554 , 16.64 , Journal , -1
1384547 , 8 , 16 , 17 , 16 , 11 , 17 , 17 , 16 , 22 , 13 , 0.184186291277 , 14.0 , 30.5 , 38.0 , 14.065894115 , 0.477164280845 , 0.368372582555 , 28 , 57 , 76 , 4.26092384519 , 0.154008844453 , 13 , 0.295387411952 , 17 , 0.386275846399 , 32.8308466234 , 0.51 , Journal , -1
284006 , 5 , 4 , 10 , 10 , 15 , 11 , 12 , 14 , 13 , 13 , 1.11396743787 , 39.0 , 59.0 , 17.5 , 10.2717900656 , 0.37488284911 , 2.22793487575 , 78 , 117 , 35 , 8.32952924394 , 0.179697513458 , 10 , 0.312402374258 , 12 , 0.37488284911 , 4.99399829795 , 2.47 , Conference , -1
385129 , 3 , 8 , 8 , 10 , 12 , 7 , 10 , 7 , 8 , 10 , 2.06597800733 , 62.0 , 111.0 , 30.0 , 6.18535530938 , 0.243177519589 , 2.06597800733 , 62 , 111 , 30 , 0.0 , 0.000270197243988 , 21 , 0.567414212375 , 27 , 0.729532558768 , 21.8600433702 , 1.19 , Conference , -1
226663 , 11 , 22 , 58 , 44 , 69 , 59 , 101 , 78 , 105 , 95 , 5.88877143048 , 355.333333333 , 581.0 , 44.0 , 16.2265575834 , 0.370603454304 , 10.2237220347 , 818 , 1393 , 80 , 19.2483660131 , 0.153896219159 , 27 , 0.188797986155 , 60 , 0.419551080344 , 16.0292692518 , 15.84 , Journal , 1
254065 , 11 , 12 , 13 , 11 , 7 , 4 , 4 , 2 , 2 , 3 , 4.79441631591 , 415.2 , 538.8 , 43.6 , 6.94001499625 , 0.274931267183 , 11.2986433985 , 1774 , 2362 , 157 , 14.2491694352 , 0.0699837247152 , 29 , 0.724818795301 , 30 , 0.749812546863 , 21.1847667271 , 2.64 , Journal , -1
229490 , 12 , 17 , 17 , 19 , 10 , 25 , 28 , 33 , 45 , 45 , 5.42264141298 , 320.5 , 68.5 , 41.5 , 13.9935494275 , 0.467666505402 , 9.31677018634 , 615 , 75 , 66 , 16.8379052369 , 0.0607483714589 , 14 , 0.225770037091 , 18 , 0.290275761974 , 40.0363960276 , 0.59 , Journal , 1
663669 , 4 , 8 , 7 , 11 , 10 , 3 , 5 , 3 , 2 , 7 , 4.02165869694 , 717.5 , 136.75 , 59.5 , 16.5564124536 , 0.485575549843 , 12.822144448 , 2821 , 275 , 220 , 0.0 , 0.000285632676378 , 5 , 0.142816338189 , 8 , 0.228506141103 , 9.53013430223 , 2.75 , Conference , -1
745590 , 2 , 7 , 5 , 4 , 8 , 5 , 14 , 9 , 9 , 10 , 1.60833861099 , 53.5 , 99.0 , 29.5 , 19.0670949322 , 0.5710206995 , 1.91797592328 , 94 , 164 , 49 , 19.6777408638 , 0.17695473251 , 0 , 0.0 , 2 , 0.142755174875 , 11.7816548554 , 16.64 , Journal , -1
2064504 , 1 , 4 , 1 , 3 , 9 , 9 , 11 , 14 , 13 , 12 , 2.08672970329 , 192.0 , 35.0 , 92.0 , 18.408993576 , 0.499643112063 , 2.08672970329 , 192 , 35 , 92 , 14.3521594684 , 0.17695473251 , 5 , 0.356887937188 , 8 , 0.5710206995 , 0 , 0 , Unknown , -1
196736 , 8 , 13 , 27 , 34 , 41 , 43 , 52 , 57 , 55 , 51 , 4.0183116766 , 415.5 , 237.25 , 59.75 , 12.4575645756 , 0.285680276158 , 7.21043899377 , 1608 , 713 , 223 , 2.1215991116 , 0.176551318498 , 31 , 0.369003690037 , 39 , 0.464230448756 , 9.3923053444 , 7.78 , Conference , 1
565382 , 4 , 8 , 17 , 20 , 20 , 29 , 35 , 30 , 28 , 25 , 4.70941197056 , 149.333333333 , 85.0 , 20.6666666667 , 13.6131854398 , 0.265583502578 , 11.7966295344 , 413 , 93 , 35 , 0.0 , 0.000156225589752 , 21 , 0.328073738478 , 30 , 0.468676769255 , 40.8587094968 , 0.94 , Conference , 1
2023565 , 4 , 5 , 6 , 15 , 14 , 10 , 12 , 11 , 15 , 5 , 2.55888832401 , 151.0 , 174.0 , 59.0 , 7.05557189062 , 0.441046750956 , 2.55888832401 , 151 , 174 , 59 , 12.4916943522 , 0.0813293704404 , 21 , 0.617465451338 , 27 , 0.79388415172 , 0 , 0 , Unknown , -1
24718 , 8 , 13 , 8 , 6 , 5 , 7 , 9 , 8 , 8 , 7 , 17.6893196862 , 2146.25 , 126.75 , 116.0 , 3.57595112469 , 0.111080255485 , 25.9489369964 , 3095 , 158 , 199 , 0.0 , 0.000277700638711 , 26 , 0.72202166065 , 28 , 0.777561788392 , 8.86092101463 , 14.74 , Journal , -1
262291 , 5 , 2 , 9 , 5 , 8 , 4 , 11 , 13 , 8 , 5 , 3.95532749974 , 273.5 , 385.5 , 53.0 , 2.04412989176 , 0.666111573689 , 5.34289465711 , 529 , 686 , 99 , 40.2207792208 , 0.454793275784 , 12 , 0.999167360533 , 12 , 0.999167360533 , 27.5809145488 , 2.57 , Journal , -1
319636 , 86 , 134 , 204 , 309 , 381 , 382 , 410 , 371 , 322 , 340 , 9.18077813253 , 676.0 , 236.0 , 65.0 , 12.8776841601 , 0.2657397262 , 11.2104605326 , 1166 , 322 , 104 , 5.69031229621 , 0.148077810324 , 269 , 0.338786665155 , 384 , 0.483621113084 , 20.5644757334 , 10.63 , Journal , 1
1269928 , 9 , 12 , 26 , 24 , 35 , 24 , 34 , 33 , 39 , 35 , 1.23948027142 , 75.0 , 363.0 , 57.0 , 14.1543624161 , 0.41090261608 , 1.85908451804 , 119 , 470 , 64 , 13.6860949209 , 0.141277496765 , 17 , 0.232844815779 , 38 , 0.520476647035 , 0 , 0 , Unknown , 1
663721 , 13 , 18 , 11 , 21 , 15 , 21 , 26 , 12 , 13 , 12 , 8.68763229128 , 145.2 , 173.2 , 19.0 , 6.56185643934 , 0.432771228175 , 33.9152119701 , 711 , 770 , 66 , 0.0 , 0.000149231457991 , 43 , 0.641695269363 , 49 , 0.731234144158 , 16.1996947654 , 0.73 , Journal , -1
852138 , 11 , 16 , 13 , 4 , 0 , 7 , 3 , 13 , 2 , 10 , 8.00317781868 , 386.5 , 168.0 , 40.0 , 8.4993057484 , 0.24993057484 , 12.7383817812 , 688 , 210 , 54 , 26.023255814 , 0.0771597026403 , 5 , 0.138850319356 , 14 , 0.388780894196 , 13.0205930264 , 14.88 , Journal , -1
852139 , 19 , 13 , 16 , 7 , 5 , 9 , 10 , 10 , 7 , 10 , 3.66396818982 , 75.0 , 178.5 , 21.0 , 11.7513295044 , 0.425441395448 , 4.05996252342 , 85 , 210 , 26 , 28.365448505 , 0.0601879624075 , 10 , 0.212720697724 , 19 , 0.404169325675 , 13.0205930264 , 14.88 , Journal , -1
802988 , 12 , 10 , 18 , 13 , 22 , 30 , 26 , 40 , 29 , 29 , 10.8581381293 , 310.0 , 70.5 , 29.0 , 14.8543671005 , 0.490473495567 , 11.6905693177 , 351 , 77 , 35 , 23.5384615385 , 0.158863672433 , 13 , 0.245236747783 , 22 , 0.41501603471 , 22.2177226643 , 3.59 , Journal , 1
303278 , 18 , 21 , 20 , 34 , 25 , 23 , 20 , 13 , 12 , 14 , 12.1261889378 , 746.333333333 , 98.3333333333 , 48.6666666667 , 10.8435511564 , 0.2625997374 , 20.9962506695 , 1176 , 149 , 76 , 39.2990033223 , 0.0295069110871 , 37 , 0.3736996263 , 49 , 0.4948995051 , 19.8279024179 , 1.5 , Conference , 1
846536 , 6 , 11 , 26 , 15 , 10 , 10 , 2 , 1 , 0 , 0 , 6.96373693153 , 238.0 , 138.75 , 43.25 , 9.33586372894 , 0.40733197556 , 13.373253493 , 721 , 207 , 72 , 36.504950495 , 0.0183602981276 , 21 , 0.388816885762 , 29 , 0.536937604147 , 15.9476754432 , 0.95 , Journal , -1
1286325 , 1 , 6 , 9 , 10 , 8 , 8 , 20 , 12 , 8 , 8 , 3.18895763922 , 67.0 , 115.0 , 21.0 , 12.1531122217 , 0.726942298955 , 3.18895763922 , 67 , 115 , 21 , 3.18968386023 , 0.214566226348 , 8 , 0.363471149478 , 8 , 0.363471149478 , 16.8818232279 , 2.13 , Journal , -1
1261750 , 25 , 35 , 42 , 65 , 92 , 98 , 115 , 128 , 127 , 126 , 4.88587259103 , 304.5 , 67.0 , 56.0 , 17.1302994745 , 0.316310392327 , 5.98738245447 , 503 , 73 , 84 , 20.3154738105 , 0.113162300348 , 29 , 0.147951635121 , 55 , 0.280597928677 , 0 , 0 , Unknown , 1
305865 , 13 , 12 , 10 , 12 , 19 , 4 , 5 , 6 , 5 , 8 , 3.8287787899 , 172.333333333 , 77.3333333333 , 15.0 , 11.4495625781 , 0.321371183717 , 11.4863363697 , 517 , 178 , 45 , 33.4554455446 , 0.0177161901421 , 30 , 0.535618639529 , 37 , 0.660596322085 , 28.0632156851 , 1.1 , Journal , -1
188 , 45 , 43 , 60 , 56 , 72 , 68 , 85 , 62 , 66 , 78 , 6.25814863103 , 144.0 , 259.0 , 23.0 , 14.2118769451 , 0.367328197541 , 6.25814863103 , 144 , 259 , 23 , 20.1219187209 , 0.0711340694754 , 57 , 0.29080148972 , 88 , 0.448956685883 , 12.7347259891 , 25.15 , Journal , 1
301770 , 6 , 14 , 15 , 16 , 22 , 24 , 26 , 12 , 10 , 18 , 1.56012245491 , 57.0 , 161.333333333 , 21.3333333333 , 11.0412632915 , 0.365021425171 , 3.15485447678 , 142 , 278 , 45 , 28.7462686567 , 0.0309183202584 , 13 , 0.206316457705 , 29 , 0.46024440565 , 6.78475813254 , 8.94 , Conference , -1
311499 , 11 , 9 , 9 , 23 , 21 , 25 , 9 , 17 , 3 , 4 , 6.01193766382 , 306.6 , 137.2 , 31.8 , 11.1190130624 , 0.290275761974 , 15.3639800024 , 1260 , 217 , 82 , 3.35643564356 , 0.016029201714 , 22 , 0.354781486857 , 31 , 0.499919367844 , 17.5281042005 , 7.61 , Conference , -1
803020 , 3 , 7 , 13 , 18 , 12 , 12 , 9 , 6 , 5 , 8 , 4.8069532652 , 162.333333333 , 74.3333333333 , 29.0 , 11.5698733615 , 0.444345700955 , 6.17931486642 , 377 , 117 , 61 , 8.68316831683 , 0.0219517496196 , 19 , 0.422128415908 , 26 , 0.577649411242 , 22.2177226643 , 3.59 , Journal , -1
278735 , 6 , 11 , 13 , 19 , 8 , 16 , 10 , 14 , 10 , 3 , 2.52080145034 , 88.6666666667 , 99.3333333333 , 15.6666666667 , 7.26706402615 , 0.307633147472 , 6.1651987622 , 259 , 157 , 42 , 13.9335548173 , 0.0547173241229 , 20 , 0.38454143434 , 29 , 0.557585079792 , 36.2857707408 , 0.77 , Conference , -1
303320 , 16 , 34 , 50 , 47 , 35 , 44 , 47 , 44 , 36 , 35 , 4.41566426586 , 513.5 , 451.25 , 70.0 , 14.3561783811 , 0.321144442012 , 10.7813601692 , 1682 , 1109 , 156 , 20.0569430569 , 0.0680906060812 , 45 , 0.32844317933 , 60 , 0.437924239107 , 15.224093494 , 6.89 , Journal , 1
1368283 , 27 , 31 , 57 , 77 , 102 , 134 , 130 , 169 , 170 , 178 , 12.7537437304 , 1387.0 , 610.666666667 , 61.0 , 7.48608983147 , 0.314490766874 , 28.3073160204 , 3935 , 1033 , 139 , 8.40577087896 , 0.458538928431 , 70 , 0.564470607209 , 94 , 0.758003386824 , 0 , 0 , Unknown , 1
663773 , 19 , 26 , 26 , 31 , 16 , 16 , 9 , 13 , 5 , 7 , 0.0 , 0.0 , 20.0 , 0.0 , 6.84401641932 , 0.51573518577 , 0.0 , 0 , 20 , 0 , 0.0 , 0.000105252078729 , 46 , 0.484159562151 , 62 , 0.652562888117 , 9.53013430223 , 2.75 , Conference , -1
286944 , 12 , 16 , 26 , 36 , 46 , 59 , 50 , 35 , 35 , 36 , 6.63553398101 , 341.666666667 , 118.333333333 , 39.6666666667 , 12.0847995385 , 0.269204884146 , 12.5898156826 , 622 , 257 , 85 , 0.722772277228 , 0.00961813160651 , 30 , 0.288433804442 , 55 , 0.528795308143 , 47.9193001339 , 0.88 , Conference , 1
344289 , 4 , 6 , 7 , 8 , 14 , 13 , 17 , 9 , 13 , 18 , 2.23255042149 , 204.5 , 77.5 , 55.0 , 19.2920830131 , 0.614911606457 , 3.86629844777 , 406 , 125 , 105 , 11.0105820106 , 0.566811062979 , 3 , 0.230591852421 , 3 , 0.230591852421 , 10.8187730244 , 13.93 , Journal , -1
1343715 , 10 , 17 , 19 , 16 , 29 , 26 , 29 , 23 , 12 , 19 , 5.59952317747 , 501.0 , 300.333333333 , 59.6666666667 , 14.8894948708 , 0.363589144267 , 9.88016824062 , 1245 , 507 , 126 , 20.0066445183 , 0.0376202974628 , 25 , 0.324633164524 , 34 , 0.441501103753 , 16.7384274784 , 0.74 , Conference , 1
663782 , 13 , 11 , 12 , 8 , 9 , 13 , 12 , 3 , 3 , 4 , 6.05814287754 , 275.5 , 191.25 , 45.0 , 8.08778506717 , 0.281162136832 , 10.625986323 , 552 , 302 , 103 , 2.08955223881 , 0.0591002646281 , 15 , 0.468603561387 , 25 , 0.781005935645 , 9.53013430223 , 2.75 , Conference , -1
286955 , 15 , 19 , 33 , 32 , 31 , 37 , 30 , 42 , 38 , 29 , 7.13571112949 , 553.666666667 , 330.666666667 , 78.0 , 11.382744047 , 0.298938253788 , 9.90099009901 , 1608 , 713 , 223 , 4.82565241532 , 0.156595078689 , 30 , 0.309246469436 , 44 , 0.453561488506 , 4.99399829795 , 2.47 , Conference , 1
1286381 , 5 , 7 , 10 , 12 , 10 , 13 , 16 , 14 , 19 , 20 , 1.54845154845 , 15.5 , 67.0 , 5.0 , 6.66333452338 , 0.428418421992 , 3.0969030969 , 31 , 125 , 10 , 33.7263681592 , 0.0669776741086 , 17 , 0.606926097822 , 20 , 0.71403070332 , 38.8949882793 , 2.33 , Conference , -1
540919 , 9 , 8 , 7 , 8 , 17 , 7 , 6 , 9 , 3 , 10 , 2.16150655845 , 73.6666666667 , 410.333333333 , 23.3333333333 , 11.5195098355 , 0.322476620445 , 3.49093374004 , 206 , 1121 , 59 , 0.0 , 0.000322476620445 , 12 , 0.386971944534 , 20 , 0.64495324089 , 15.9873940179 , 0.51 , Conference , -1
803067 , 10 , 19 , 22 , 22 , 21 , 16 , 16 , 13 , 13 , 6 , 3.46821234525 , 166.0 , 110.5 , 65.0 , 19.4561019038 , 0.328722092864 , 4.61183704842 , 272 , 194 , 117 , 11.179800222 , 0.109864650652 , 15 , 0.20545130804 , 22 , 0.301328585125 , 22.2177226643 , 3.59 , Journal , -1
73981 , 8 , 6 , 6 , 11 , 5 , 9 , 11 , 12 , 11 , 8 , 1.33309095316 , 73.3333333333 , 160.666666667 , 18.6666666667 , 2.70189218136 , 0.249910746162 , 3.99927285948 , 220 , 457 , 55 , 1.82178217822 , 0.0348155808342 , 18 , 0.642627632988 , 26 , 0.928239914316 , 11.0209250595 , 3.89 , Conference , -1
2072832 , 4 , 7 , 3 , 7 , 8 , 9 , 9 , 9 , 14 , 9 , 8.11349382246 , 243.0 , 345.0 , 25.0 , 12.2046291426 , 0.789058390321 , 13.8394251796 , 443 , 585 , 32 , 4.49504950495 , 0.0504747626187 , 4 , 0.210415570752 , 10 , 0.526038926881 , 21.6536379458 , 9.46 , Journal , -1
286980 , 9 , 10 , 19 , 19 , 17 , 7 , 13 , 10 , 3 , 8 , 5.89873218105 , 191.6 , 93.4 , 16.8 , 10.4083736916 , 0.249960943603 , 13.9019056545 , 496 , 147 , 44 , 0.0 , 0.000156225589752 , 15 , 0.234338384627 , 34 , 0.531167005155 , 31.1269237134 , 2.7 , Conference , -1
264 , 19 , 13 , 12 , 10 , 6 , 5 , 5 , 5 , 10 , 6 , 3.26626284194 , 170.583333333 , 628.916666667 , 42.3333333333 , 8.2161122861 , 0.230724860604 , 11.4611332115 , 1066 , 6138 , 224 , 0.0 , 0.00019227071717 , 32 , 0.615266294943 , 41 , 0.788309940396 , 25.2402139099 , 2.3 , Conference , -1
1949961 , 14 , 12 , 9 , 27 , 16 , 14 , 16 , 16 , 17 , 10 , 10.5866484464 , 603.0 , 217.5 , 55.5 , 14.3076923077 , 0.912646675359 , 13.3748565809 , 816 , 403 , 61 , 8.72319889693 , 0.55777735051 , 3 , 0.13037809648 , 9 , 0.391134289439 , 0 , 0 , Unknown , -1
131344 , 10 , 9 , 10 , 9 , 7 , 14 , 16 , 6 , 5 , 8 , 8.50704893323 , 381.5 , 274.5 , 54.0 , 16.655812625 , 0.114253070551 , 11.1955217913 , 483 , 487 , 83 , 28.0099009901 , 0.0280477645099 , 8 , 0.228506141103 , 15 , 0.428449014567 , 19.8279024179 , 1.5 , Conference , -1
164113 , 7 , 5 , 5 , 12 , 10 , 12 , 11 , 11 , 9 , 21 , 1.40374696507 , 71.0 , 155.0 , 39.0 , 17.5495922126 , 0.131544330439 , 2.19890054973 , 168 , 314 , 91 , 0.0 , 0.000263088660879 , 14 , 0.36832412523 , 18 , 0.473559589582 , 0 , 0 , Unknown , -1
303380 , 0 , 5 , 3 , 3 , 7 , 17 , 14 , 14 , 15 , 22 , 8.08344198175 , 186.0 , 232.0 , 23.0 , 12.4840724547 , 0.124921923798 , 8.08344198175 , 186 , 232 , 23 , 0.0 , 0.000624609618988 , 8 , 0.499687695191 , 8 , 0.499687695191 , 0 , 0 , Unknown , -1
277 , 18 , 18 , 17 , 20 , 11 , 7 , 8 , 7 , 4 , 4 , 9.43106976697 , 548.25 , 222.083333333 , 36.8333333333 , 12.5589309748 , 0.365314362623 , 26.5145277026 , 2254 , 564 , 133 , 12.7944111776 , 0.0878793194176 , 17 , 0.326860219189 , 23 , 0.44222264949 , 0 , 0 , Unknown , -1
540957 , 5 , 4 , 4 , 7 , 10 , 6 , 9 , 13 , 6 , 2 , 7.81951031919 , 610.0 , 338.0 , 78.0 , 11.7632946821 , 0.239904038385 , 7.81951031919 , 610 , 338 , 78 , 0.0 , 0.000399840063974 , 9 , 0.359856057577 , 15 , 0.599760095962 , 15.9873940179 , 0.51 , Conference , -1
90398 , 9 , 6 , 6 , 11 , 19 , 15 , 23 , 15 , 18 , 12 , 2.47890052523 , 155.333333333 , 143.333333333 , 38.6666666667 , 5.87579521357 , 0.333232353832 , 4.29496648108 , 378 , 280 , 88 , 22.0798858773 , 0.17520619845 , 23 , 0.696758558013 , 26 , 0.787640109058 , 11.4060259307 , 1.02 , Conference , -1
762147 , 15 , 11 , 13 , 10 , 12 , 9 , 5 , 13 , 9 , 1 , 2.2468077066 , 79.3333333333 , 166.666666667 , 29.0 , 13.7928388747 , 0.32550569635 , 3.7307973665 , 153 , 352 , 41 , 16.3455149502 , 0.0654205607477 , 6 , 0.139502441293 , 9 , 0.209253661939 , 42.8093607175 , 4.91 , Journal , -1
74020 , 21 , 17 , 28 , 38 , 46 , 52 , 33 , 37 , 28 , 24 , 9.3083200597 , 607.333333333 , 184.666666667 , 79.0 , 10.1452643274 , 0.203684843996 , 12.4378109453 , 1238 , 375 , 165 , 4.52159468439 , 0.0271146743537 , 56 , 0.51847051199 , 61 , 0.564762521989 , 53.9460699026 , 2.05 , Journal , 1
