@relation 'citation'
@attribute id integer
@attribute 2000 integer
@attribute 2001 integer
@attribute 2002 integer
@attribute 2003 integer
@attribute 2004 integer
@attribute 2005 integer
@attribute 2006 integer
@attribute 2007 integer
@attribute 2008 integer
@attribute 2009 integer
@attribute sum integer
@data
837425,5,12,9,12,15,13,16,7,8,5,102
1312575,10,8,15,13,24,16,22,13,16,23,160
1042246,8,3,5,10,5,8,10,18,25,17,109
247625,23,44,56,52,65,57,52,52,70,64,535
1705802,0,0,10,6,11,21,14,15,17,20,114
837453,2,2,12,10,10,7,10,11,8,9,81
19392335,7,7,6,13,9,18,18,14,25,13,130
788304,8,11,4,10,16,10,12,22,16,35,144
837461,2,7,12,13,12,14,16,6,6,12,100
75607,7,18,12,19,23,20,27,37,23,43,229
296798,20,25,36,26,29,24,23,13,11,9,216
3856016,2,24,95,155,174,198,183,153,96,76,1156
264036,12,25,21,21,8,9,10,16,12,13,147
2049898,10,19,14,17,19,16,15,8,4,6,128
1337196,4,19,9,11,9,7,9,3,4,0,75
1296245,7,13,25,24,29,30,30,30,36,19,243
337785,8,14,16,18,18,21,29,11,4,13,152
837498,4,3,7,8,13,11,14,8,6,13,87
837501,2,7,10,10,13,5,12,3,5,5,72
1279141,5,22,27,27,14,18,8,12,20,14,167
321410,6,8,22,9,10,10,14,13,23,25,140
1386373,0,1,2,8,8,24,33,33,30,52,191
321414,14,14,20,23,22,21,15,15,12,8,164
274812,2,22,20,15,31,34,16,22,20,13,195
296844,4,10,8,8,11,8,6,9,8,6,78
1288082,7,14,13,16,7,15,12,9,12,6,111
1992595,11,7,13,4,5,13,8,12,9,3,85
1746837,11,17,4,8,6,5,1,7,6,4,69
2049942,8,10,18,24,33,34,25,22,36,26,236
1746840,7,3,10,5,6,7,8,4,6,7,63
42907,8,17,16,18,22,25,19,20,19,14,178
780190,2,8,4,8,8,8,5,9,6,9,67
1959839,7,6,16,17,13,31,17,8,11,17,143
1959840,17,18,21,25,24,31,34,35,32,34,271
485281,6,15,21,19,19,27,12,22,6,7,154
681890,18,16,21,42,18,22,37,27,24,24,249
1468326,7,20,15,9,5,9,9,6,5,1,86
2090921,64,63,69,44,40,36,38,18,13,15,400
870314,1,1,7,4,2,9,9,10,10,12,65
2836395,0,0,5,3,7,4,9,17,6,13,64
272302,12,12,15,11,14,6,7,4,2,1,84
313270,9,9,14,25,20,42,20,35,24,23,221
837563,6,4,7,7,12,11,8,8,10,8,81
198590,10,16,24,20,20,19,9,10,10,10,148
149439,8,23,19,19,26,23,22,28,38,28,234
51139,8,5,13,8,5,6,7,4,6,4,66
1353672,3,10,7,11,17,9,16,10,11,10,104
121847,10,12,13,20,14,8,17,13,20,13,140
2000847,12,8,12,9,6,13,8,3,6,9,86
193742,20,30,23,50,41,49,37,29,24,24,327
247761,8,14,15,9,13,11,7,6,1,1,85
813011,7,13,16,15,14,15,18,7,7,14,126
788438,7,7,15,4,11,8,19,12,14,10,107
198616,19,15,11,7,16,5,7,7,7,4,98
401057,6,15,17,9,22,18,19,12,10,7,135
583642,5,9,11,9,4,11,9,11,8,9,86
272347,6,7,10,9,7,6,12,11,11,3,82
1279973,39,35,31,61,48,54,62,60,68,78,536
3606503,3,6,5,10,10,7,7,10,11,12,81
133096,2,6,1,8,13,11,12,18,10,12,93
1296364,4,7,6,10,12,17,10,7,14,10,97
1681389,4,12,10,10,11,7,9,9,7,8,87
223216,6,20,29,36,22,23,26,16,15,10,203
1370099,53,57,57,59,63,64,68,54,46,51,572
231416,9,8,18,15,23,38,37,38,35,38,259
1681402,8,12,14,11,11,11,11,6,2,12,98
206848,7,13,8,12,8,11,7,16,7,8,97
1932289,2,7,5,10,8,12,8,8,6,8,74
59401,17,30,30,30,36,32,22,23,23,20,263
190476,12,27,14,19,15,26,24,15,13,18,183
67597,6,13,8,17,22,40,32,30,35,46,249
2082832,4,6,5,4,9,10,11,9,9,15,82
69976,1,4,10,6,20,11,16,14,7,7,96
682005,11,18,38,40,33,24,29,21,20,13,247
157720,2,11,8,13,14,15,14,13,19,12,121
1296410,7,7,13,11,11,6,3,7,11,10,86
2705436,0,3,7,7,5,12,8,25,11,32,110
1362949,6,12,16,26,16,20,24,12,26,19,177
206883,25,16,25,27,34,33,30,22,15,23,250
804907,1,1,7,5,11,6,5,10,12,8,66
366259,6,16,16,12,6,13,13,2,6,7,97
395322,8,18,18,23,29,25,27,19,22,24,213
1976386,15,34,56,61,78,84,115,113,124,118,798
179212,9,7,10,8,9,10,1,7,2,2,65
895050,4,8,18,19,13,9,13,16,10,9,119
288845,6,7,6,9,11,21,12,16,10,10,108
2128,8,11,9,13,17,21,16,10,8,9,122
108626,4,2,3,7,9,7,6,9,10,6,63
313428,13,15,20,18,13,13,13,9,4,2,120
239707,11,20,25,28,34,40,21,23,7,5,214
92254,1,7,14,7,10,9,5,8,5,4,70
534627,4,3,3,6,12,12,11,10,1,13,75
51304,6,6,10,12,21,28,25,27,25,41,201
403561,24,47,47,50,69,63,47,51,50,42,490
3212989,5,12,17,22,34,34,30,32,22,21,229
600178,4,6,6,7,4,7,12,9,10,4,69
313461,17,14,26,36,31,39,43,55,39,43,343
354424,13,26,21,19,13,10,8,6,8,1,125
346235,5,15,21,15,21,13,13,15,6,6,130
51324,3,3,10,11,3,20,12,16,22,20,120
75902,9,19,8,6,12,8,8,4,4,11,89
247935,8,14,7,7,5,6,9,12,14,11,93
231555,4,14,21,23,18,26,22,20,9,19,176
3975305,5,10,8,14,12,9,11,2,2,1,74
149643,12,14,12,9,11,10,9,6,10,10,103
2377870,2,15,25,49,57,70,56,46,30,29,379
149651,11,8,25,27,40,43,34,33,33,39,293
272532,12,12,11,8,11,9,15,15,14,10,117
223381,2,2,6,7,9,6,11,5,8,17,73
469142,1,3,5,6,14,7,10,15,13,8,82
215191,15,20,43,42,51,47,55,45,56,53,427
262512,5,6,17,16,15,20,20,16,18,17,150
19392677,7,7,4,10,7,7,15,25,16,26,124
682154,16,16,21,26,15,23,12,19,11,4,163
2091181,9,13,23,22,21,23,34,42,38,42,267
452782,18,4,10,28,15,25,16,14,22,23,175
2025654,2,1,12,9,15,27,33,26,43,41,209
64543,16,16,14,31,31,21,8,11,9,7,164
635253,21,21,23,23,21,31,22,16,21,16,215
813248,6,3,2,6,6,3,9,9,10,22,76
198347,10,7,12,19,36,35,26,31,22,34,232
551109,27,19,23,17,18,15,17,15,12,17,180
84166,10,13,10,15,21,23,28,13,19,22,174
223434,9,7,5,5,10,12,8,9,7,3,75
600267,11,12,15,14,13,16,21,10,10,4,126
682189,19,30,47,26,57,36,25,25,25,16,306
2025686,17,29,46,65,70,84,106,108,112,112,749
420060,4,4,10,17,17,19,13,6,5,2,97
280802,6,8,7,11,8,6,19,7,7,3,82
805926,5,2,4,5,13,10,13,7,9,15,83
329961,8,10,12,13,13,10,7,7,3,3,86
1911019,20,55,103,185,245,272,355,474,501,602,2812
239579,12,13,8,15,18,14,7,14,12,3,116
100591,5,7,10,13,8,9,7,6,11,5,81
215283,4,8,19,18,13,10,6,3,4,2,87
76020,3,0,13,2,10,12,7,11,14,13,85
837880,3,11,20,21,20,24,13,15,14,13,154
837881,2,4,8,9,19,16,19,19,23,19,138
370940,5,10,7,3,6,10,4,8,11,5,69
1468672,5,8,14,13,15,10,13,5,8,2,93
12468608,2,1,4,4,7,7,7,9,17,19,77
1468674,10,14,25,27,39,24,26,40,40,28,273
289028,7,10,2,13,13,16,10,10,9,7,97
274817,12,18,29,34,36,42,45,37,32,33,318
67849,11,10,10,16,8,4,7,10,5,10,91
117002,3,6,5,5,8,5,8,13,7,10,70
215307,2,6,9,8,16,13,11,11,12,14,102
297229,14,17,11,16,9,16,8,8,10,10,119
780559,4,3,5,6,3,3,10,18,8,10,70
346388,13,23,5,4,7,3,7,7,10,7,86
133397,19,21,34,28,28,29,18,19,16,7,219
162863,3,8,6,11,15,12,6,13,13,11,98
1337630,8,9,10,22,16,15,13,16,10,12,131
3590435,3,5,5,9,19,16,15,14,12,25,123
821547,12,15,12,16,27,25,42,58,56,59,322
1509678,6,8,8,10,17,22,18,18,21,23,151
526639,29,59,80,87,83,108,113,107,87,81,834
295305,4,6,9,12,8,9,10,6,10,6,80
4112778,4,4,14,20,16,14,10,8,6,9,105
182610,14,21,17,37,42,35,49,32,35,40,322
788820,4,6,3,7,13,10,15,17,10,21,106
551253,15,20,17,12,4,12,5,4,6,8,103
3369305,11,8,7,7,4,5,4,10,5,5,66
2025820,2,11,4,9,8,9,5,7,5,10,70
1182046,0,3,7,7,8,16,7,14,11,5,78
272735,6,11,4,15,8,13,10,7,8,4,86
403808,13,13,10,9,15,16,9,6,9,4,104
313700,18,22,8,8,6,3,5,5,6,1,82
2380177,9,16,8,15,13,25,15,19,22,7,149
2034028,21,17,31,52,56,65,77,65,86,82,552
2058609,3,5,9,6,7,9,13,17,12,13,94
813430,12,17,12,19,16,24,14,12,13,14,153
551292,15,11,12,9,15,7,5,2,2,1,79
1354115,8,11,26,37,54,46,36,34,29,36,317
502151,13,8,9,9,6,6,6,5,6,9,77
158088,31,44,53,58,66,80,84,85,90,73,664
289161,16,14,5,13,4,5,6,10,5,10,88
223628,2,4,12,12,17,12,6,6,17,17,105
280980,6,12,16,15,10,7,6,10,6,7,95
3287446,19,17,9,4,6,4,4,3,3,1,70
2091427,4,2,4,5,12,7,19,14,20,22,109
2014278,11,29,28,28,37,31,36,32,46,56,334
2034087,1,4,1,5,11,7,12,9,17,18,85
248239,2,7,12,9,12,11,11,11,18,14,107
2714032,4,10,8,13,8,7,8,5,9,6,78
592307,8,12,34,31,39,62,53,61,56,43,399
242078,4,7,3,8,11,13,5,11,9,9,80
1288631,11,7,10,8,9,10,6,12,6,1,80
1681851,2,6,8,9,15,13,17,16,24,16,126
108991,3,6,12,12,34,40,47,28,42,40,264
3287488,3,9,7,12,8,11,13,17,13,15,108
879045,17,17,9,7,6,6,5,2,3,6,78
879048,16,21,22,33,29,25,24,17,11,13,211
190934,8,6,9,8,10,6,6,8,3,9,73
3550621,6,7,15,20,37,45,49,38,46,35,298
297436,23,24,31,43,34,35,27,22,22,17,278
395741,7,10,5,16,8,5,6,4,1,4,66
1468896,4,2,6,11,9,13,15,14,20,18,112
1329633,15,19,25,34,47,73,85,70,69,54,491
125415,5,12,12,6,16,23,18,19,24,23,158
2673129,6,3,6,8,5,4,9,12,8,14,75
2083308,0,4,7,5,10,19,26,33,46,39,189
2122878,0,4,15,18,29,60,96,81,114,159,576
256494,2,5,4,11,21,16,17,12,22,10,120
188840,13,9,18,6,12,14,5,4,3,4,88
264696,2,9,6,20,21,27,24,33,26,18,186
1296889,11,10,10,10,4,8,12,8,7,9,89
428540,7,11,10,14,11,12,20,7,8,12,112
762282,3,2,5,9,9,3,11,11,18,8,79
272899,1,4,12,8,12,10,10,8,3,6,74
3295752,3,6,13,11,10,17,6,14,5,10,95
223753,13,25,31,28,38,25,44,33,24,17,278
1042961,13,16,15,23,29,23,37,25,33,39,253
182805,4,12,16,10,21,12,5,5,13,6,104
1255966,1,7,11,12,8,12,14,13,14,4,96
191011,8,10,16,18,15,15,17,5,8,11,123
330276,7,9,11,11,12,27,25,15,13,16,146
1280549,148,221,259,350,363,446,507,573,548,601,4016
125480,7,6,11,12,23,16,18,21,11,9,134
1354282,4,10,10,6,12,13,12,10,11,10,98
215595,2,6,15,14,21,38,22,28,29,18,193
150061,4,0,3,4,9,11,19,19,14,19,102
1657949,2,9,3,8,24,15,30,38,39,47,215
23407152,3,3,6,14,8,9,9,11,13,12,88
297522,1,5,9,8,12,21,10,14,17,15,112
1665588,1,15,4,8,14,14,10,21,13,20,120
1509944,0,4,7,5,8,9,11,16,17,21,98
1509947,3,4,1,6,10,8,8,22,15,21,98
1665602,7,15,15,28,45,35,45,47,43,68,348
313923,3,15,14,11,7,8,9,5,7,3,82
19393092,3,12,8,8,14,7,6,8,8,8,82
199237,51,51,87,108,107,98,96,100,104,105,907
1665608,7,15,13,24,26,40,61,55,55,54,350
304908,5,3,10,12,6,9,11,6,11,11,84
2075210,0,4,2,17,9,9,10,5,4,2,62
387662,2,11,12,14,11,11,13,13,10,7,104
764497,8,8,10,12,16,14,11,11,12,3,105
281171,5,9,3,7,6,12,10,11,7,8,78
68181,2,10,12,10,17,7,6,4,5,6,79
772698,23,17,14,15,13,13,11,5,4,4,119
715355,14,14,15,16,9,12,12,2,7,10,111
2017886,9,9,13,15,12,9,9,6,12,7,101
2050657,3,5,10,6,6,8,9,27,18,24,116
109154,10,10,7,11,13,8,8,7,6,11,91
780899,3,17,15,17,23,12,22,26,21,25,181
551525,25,22,22,13,10,10,8,5,3,3,121
1455656,5,9,2,9,6,9,10,11,14,11,86
1262012,26,45,48,47,56,58,49,41,40,49,459
231186,13,19,23,20,18,14,21,11,3,6,148
731760,0,5,14,9,22,3,16,6,13,16,104
559730,1,4,3,9,8,11,18,10,9,12,85
232054,6,10,15,16,7,11,7,7,6,9,94
1586964,9,14,10,12,8,17,12,12,10,9,113
772734,3,5,6,11,14,15,13,25,28,32,152
243477,5,8,14,8,9,21,15,11,16,12,119
559745,5,3,8,6,8,7,11,8,8,7,71
551554,15,25,13,13,15,13,10,4,8,9,125
223875,4,6,21,27,26,10,15,20,21,23,173
846470,4,13,20,29,25,22,20,16,21,18,188
2656904,7,15,19,9,8,4,10,3,4,4,83
1354379,51,80,122,211,165,159,165,144,107,83,1287
807362,21,21,23,35,27,36,36,39,22,25,285
232081,17,38,45,63,84,89,82,92,76,112,698
1993366,6,9,14,9,12,10,10,8,12,8,98
559779,1,0,6,11,14,18,22,21,16,29,138
379557,38,40,33,24,12,16,15,14,4,8,204
27093670,5,10,3,8,14,15,11,24,18,23,131
27093671,17,14,27,19,19,26,10,17,15,12,176
256682,1,5,13,13,14,8,10,4,4,4,76
174769,6,24,25,35,61,103,122,182,192,225,975
215730,21,23,32,35,41,44,27,23,23,22,291
297658,5,6,4,7,6,7,8,5,13,13,74
756411,0,1,4,9,22,23,20,22,27,32,160
289909,1,3,7,8,16,12,10,8,8,12,85
862914,6,12,15,21,15,9,11,15,11,10,125
240323,24,18,14,13,19,12,9,14,6,11,140
846536,6,11,26,15,10,10,2,1,0,0,81
297673,15,28,21,24,16,18,18,4,6,8,158
92880,4,9,5,9,21,30,27,24,22,19,170
412793,19,32,29,32,38,35,27,18,30,31,291
1288933,13,31,26,40,28,42,26,35,24,16,281
1665770,1,14,6,7,15,12,15,17,10,14,111
46623469,1,5,7,12,16,9,12,12,13,14,101
1264366,13,20,23,19,23,17,19,13,18,7,172
150257,2,2,4,4,6,4,8,7,14,9,60
142067,31,35,53,75,103,104,119,119,109,113,861
199412,2,12,19,21,14,13,14,15,8,6,124
2026238,3,9,12,14,13,10,23,30,30,36,180
2059010,5,3,10,14,21,18,21,9,20,23,144
822019,0,2,4,10,7,5,8,8,10,7,61
174852,10,23,20,17,15,7,3,3,0,3,101
256777,13,17,20,31,39,21,18,29,13,28,229
248591,11,9,5,11,19,3,5,3,4,6,76
101138,11,12,16,12,14,13,6,3,3,2,92
384131,13,11,17,35,30,27,24,33,31,41,262
2788135,16,23,38,37,64,26,42,29,25,20,320
543529,2,4,6,14,14,21,11,11,3,5,91
199466,17,43,107,180,235,255,341,366,404,368,2316
805677,2,13,7,6,6,14,12,8,8,2,78
50178865,4,3,5,7,10,9,9,9,8,4,68
281394,1,3,21,36,37,19,14,24,20,14,189
1289011,6,10,12,13,9,11,10,3,7,3,84
1184224,4,11,10,16,18,31,41,42,48,46,267
146580,8,5,7,17,27,18,15,17,12,15,141
1184225,3,1,8,25,19,15,26,21,23,23,164
207688,34,42,66,97,98,75,80,89,80,82,743
396106,6,11,8,11,6,12,10,8,6,11,89
822094,29,19,34,26,32,33,36,23,28,26,286
1367181,8,14,18,22,21,36,33,34,40,29,255
166740,16,10,8,9,21,18,19,27,22,14,164
1657690,7,6,9,8,13,12,9,12,7,7,90
2132832,3,15,23,32,43,55,59,70,92,89,481
1969004,4,7,16,17,22,12,19,4,11,1,113
306038,31,27,19,19,23,15,11,10,4,6,165
131336,11,9,10,8,8,13,14,11,6,4,94
469881,6,13,9,24,6,7,8,8,8,7,96
355201,10,4,9,6,7,10,8,7,6,5,72
1256322,4,2,4,14,3,17,15,14,11,13,97
1371018,9,8,9,5,14,8,14,10,13,4,94
248719,6,5,10,17,14,9,11,10,9,8,99
854928,8,8,7,23,12,12,10,3,4,7,94
1354645,58,111,164,155,120,132,125,108,111,82,1166
14363548,10,13,14,18,13,13,13,5,4,4,107
2640797,2,2,11,4,9,10,6,12,8,7,71
781216,16,17,16,8,15,7,10,5,16,9,119
201200,3,3,8,7,14,13,16,8,12,3,87
205297,6,18,23,20,14,16,8,8,4,4,121
3353525,9,25,33,38,37,37,30,34,17,12,272
592825,7,8,9,18,14,7,13,11,6,10,103
191418,9,20,10,27,33,31,36,38,34,39,277
576444,10,22,10,12,23,18,32,26,20,30,203
232381,2,6,6,9,11,19,12,17,11,12,105
43968,17,30,26,23,18,10,6,8,6,4,148
11207,1,3,7,7,9,9,9,23,10,19,97
338889,16,17,24,20,30,35,36,42,40,34,294
537079,2,2,2,8,8,12,7,10,8,18,77
306127,13,9,16,8,13,3,9,2,4,6,83
273360,7,5,15,4,10,11,7,7,9,3,78
125910,10,9,6,7,9,3,8,3,5,4,64
1321946,2,14,28,22,43,23,40,22,9,7,210
109536,3,6,15,9,20,22,17,26,22,27,167
314338,11,10,11,9,15,10,5,14,9,8,102
404457,1,6,13,6,5,9,9,9,9,8,75
101358,9,13,21,19,24,23,17,16,12,11,165
2089469,8,16,10,8,8,12,10,4,4,6,86
2059249,3,14,14,14,18,25,18,18,19,25,168
317267,8,4,14,12,17,7,10,6,11,11,100
183291,34,42,49,66,70,71,61,69,79,60,601
1248253,19,12,15,11,15,15,4,4,2,0,97
68607,6,15,6,7,12,11,7,4,1,1,70
560129,1,3,6,10,8,23,29,24,23,31,158
289797,22,27,19,13,5,6,7,5,6,6,116
76809,2,5,3,3,6,8,8,10,10,8,63
68620,4,4,10,7,8,10,8,3,9,7,70
774658,11,12,22,12,14,10,9,10,13,7,120
216081,3,9,20,15,12,7,9,15,6,5,101
289811,2,13,12,14,12,9,19,10,9,13,113
3615765,7,14,19,17,10,12,7,8,2,0,96
371734,2,5,7,5,9,4,6,4,8,13,63
1395736,10,14,26,23,46,27,21,34,16,11,228
674846,7,21,33,31,44,63,75,90,99,116,579
1272863,9,9,7,11,13,20,10,4,4,8,95
1305636,7,6,15,14,11,10,12,4,1,3,83
191525,7,7,9,14,15,7,12,6,12,10,99
486438,14,14,16,4,12,6,12,6,8,6,98
1281068,6,8,9,11,6,14,9,8,11,3,85
674994,9,5,10,9,8,8,11,12,10,12,94
3119,8,9,6,10,20,17,14,12,9,17,122
1412144,5,6,10,7,9,9,12,10,23,15,106
1354801,5,18,32,27,42,44,41,52,46,57,364
593075,5,10,15,5,10,9,6,5,2,3,70
347189,7,15,18,24,30,24,22,20,20,21,201
2026552,2,12,16,24,29,45,39,44,47,50,308
1395772,2,0,3,10,8,18,15,12,21,26,115
1248319,12,16,17,15,16,9,1,2,0,1,89
1304417,5,1,3,13,8,9,10,11,14,3,77
3145,8,16,11,6,14,11,14,14,11,14,119
277252,0,4,17,12,9,19,13,11,7,9,101
674906,5,9,10,9,9,8,12,3,6,6,77
1469531,9,3,7,5,13,13,5,11,9,7,82
576605,6,4,7,8,5,2,3,14,9,12,70
1469535,4,11,9,11,12,11,11,9,2,11,91
1469540,7,5,5,4,13,9,11,17,18,15,104
1404009,1,4,7,8,16,11,14,9,13,14,97
1469546,4,6,4,2,6,12,9,17,8,16,84
1387637,10,25,18,13,14,12,13,10,9,5,129
822392,11,22,41,30,34,29,32,27,18,7,251
1387641,5,5,6,5,12,7,11,10,7,12,80
206700,5,24,32,35,43,34,27,23,30,23,276
1313940,2,13,13,16,18,21,10,15,10,15,133
248984,12,18,19,16,16,13,17,6,5,4,126
765087,6,4,13,10,10,11,9,6,7,4,80
593056,11,13,15,7,9,6,5,6,4,4,80
224419,7,6,8,5,7,7,8,10,7,12,77
1043627,4,9,6,15,12,11,19,11,6,6,99
756909,2,5,9,7,18,9,13,3,5,3,74
208046,5,13,18,10,15,14,16,6,11,8,116
265394,2,5,6,10,4,12,16,13,12,10,90
15243123,4,4,11,14,8,12,14,23,18,17,125
560314,6,13,12,10,28,19,14,14,13,14,143
2403515,2,2,1,6,9,3,10,7,8,12,60
289981,6,10,25,11,24,26,16,22,26,18,184
1264831,0,0,5,4,4,6,15,13,20,21,88
208064,9,5,16,16,13,3,6,7,7,3,85
765130,9,30,23,36,43,60,27,30,23,31,312
1176098,9,6,7,6,8,13,8,5,14,14,90
1928400,0,4,7,7,7,16,24,39,28,28,160
1174743,5,4,9,10,18,12,25,17,12,24,136
1404122,7,23,23,20,28,12,13,33,17,28,204
2026715,5,10,28,37,40,35,34,25,18,19,251
1314014,7,9,22,12,23,31,28,28,34,40,234
191713,1,1,2,2,3,12,11,11,13,14,70
290019,3,10,10,10,24,26,23,26,14,21,167
1658090,2,7,5,5,5,12,21,12,15,22,106
412914,4,4,13,13,15,18,7,9,9,6,98
1912058,2,10,4,6,19,17,11,14,16,10,109
290624,11,13,15,19,13,15,11,11,3,6,117
208132,5,7,12,12,14,14,22,12,16,10,124
306438,2,3,6,7,8,15,15,15,15,10,96
265481,8,11,15,23,23,20,14,13,17,8,152
3403019,1,0,10,5,9,11,5,6,11,19,77
2002189,1,4,5,6,9,12,11,13,16,13,90
85262,11,18,34,36,55,58,42,34,33,31,352
286260,6,7,15,8,13,9,8,11,10,7,94
1248531,110,131,161,164,146,142,116,107,100,97,1274
167189,15,21,19,24,17,21,16,19,22,30,204
634144,5,8,7,14,12,6,11,3,5,6,77
290081,3,14,10,12,15,11,9,10,7,4,95
1746822,15,19,25,22,42,29,25,26,35,27,265
2100519,8,10,11,6,14,10,8,9,8,4,88
1322282,9,22,21,23,15,14,21,19,18,26,188
1346860,3,7,13,15,17,23,18,21,10,15,142
307762,9,14,13,24,36,37,61,65,75,85,419
3878196,4,7,10,5,9,11,13,25,29,29,142
273717,28,56,68,35,30,34,44,29,20,12,356
560438,9,16,24,17,15,18,20,32,27,29,207
338090,14,12,7,12,4,8,4,5,6,5,77
2059579,7,7,3,4,9,9,9,11,13,9,81
126269,1,2,7,8,14,9,15,11,10,11,88
118084,4,10,13,9,9,15,17,8,16,2,103
1256773,72,115,114,115,72,68,59,40,35,22,712
1289546,6,5,12,10,12,19,11,7,3,4,89
814411,4,9,12,12,15,14,19,13,13,16,127
257359,22,38,42,57,48,34,33,41,39,33,387
699729,1,3,3,9,8,9,7,5,11,8,64
306516,9,21,24,27,28,19,25,14,7,8,182
1428822,7,18,38,68,55,76,100,107,130,135,734
1428824,5,13,19,18,22,18,18,14,11,14,152
1035609,5,2,4,12,15,8,12,13,12,13,96
4099419,3,2,12,18,20,13,19,12,9,6,114
626012,11,18,25,16,27,37,40,49,35,36,294
298334,12,15,22,39,119,143,174,188,235,366,1313
839011,4,10,6,12,16,8,20,9,11,10,106
1371500,7,31,42,40,31,39,24,13,17,13,257
1746834,7,5,3,9,4,6,8,13,12,5,72
1281390,5,5,5,10,13,11,7,13,14,4,87
1510768,3,7,2,0,8,12,14,14,19,18,97
257395,7,5,15,19,27,37,36,29,35,35,245
2043254,12,18,13,19,13,16,20,15,10,5,141
1664088,3,3,3,12,12,12,14,12,11,15,97
552314,2,5,2,6,15,15,12,19,15,13,104
298363,23,22,36,41,19,24,14,13,17,15,224
765308,23,37,46,58,48,44,52,42,17,32,399
208254,18,35,30,30,28,23,28,24,9,11,236
191879,8,3,9,17,15,16,8,13,10,13,112
77197,16,20,20,40,47,50,33,44,54,27,351
60814,10,17,21,15,11,10,14,9,8,5,120
69007,17,19,18,13,21,15,14,14,13,10,154
224657,10,15,18,15,25,28,17,21,10,21,180
814482,1,2,4,5,7,19,13,15,12,6,84
268186,9,12,10,17,5,7,5,5,2,5,77
220401,10,15,29,34,53,66,59,65,66,46,443
1510825,3,5,6,10,6,15,10,15,9,21,100
282026,0,3,11,4,5,16,14,16,10,10,89
150955,8,6,10,13,4,9,6,7,5,8,76
3444140,3,6,3,9,10,17,14,16,15,10,103
3976629,2,9,13,17,22,14,17,14,16,16,140
780191,7,11,3,8,8,10,14,10,4,5,80
724412,6,3,14,18,15,14,8,5,6,2,91
1330622,8,7,10,18,14,14,4,10,4,5,94
765381,3,16,11,11,15,11,12,7,4,5,95
765387,0,5,4,7,19,22,20,10,15,9,111
14519758,1,4,4,6,6,4,6,3,10,17,61
667094,21,22,25,18,13,11,9,2,1,0,122
11739,19,38,26,25,23,23,7,4,8,10,183
339422,8,7,6,13,6,16,15,11,15,11,108
765410,8,11,16,15,19,14,19,13,7,6,128
216551,1,5,8,12,17,13,17,29,40,39,181
699882,5,16,13,11,19,12,15,8,10,9,118
314865,10,11,20,22,27,26,26,17,18,21,198
116649,12,7,4,12,15,8,7,7,6,7,85
3943928,4,7,4,16,11,8,18,10,22,27,127
2027014,5,3,11,10,8,18,19,18,20,23,135
241160,9,20,18,13,14,16,5,20,19,12,146
1306127,5,9,7,12,13,7,5,7,9,2,76
4115984,1,9,9,12,8,24,17,12,18,13,123
290328,35,79,113,172,163,172,175,179,185,157,1430
1363204,7,11,20,9,12,8,3,3,6,3,82
273948,23,17,19,7,7,12,4,3,2,3,97
159263,5,16,25,32,10,13,15,13,6,14,149
765472,2,10,11,12,23,16,23,12,21,13,143
1667675,3,8,15,8,12,15,16,7,3,6,93
142598,60,121,230,278,358,402,469,492,511,468,3389
224808,4,16,15,11,13,14,11,8,14,19,125
265770,12,18,29,19,27,25,12,18,21,14,195
765484,4,9,24,17,21,27,25,17,19,14,177
192058,8,14,13,18,18,22,24,20,16,21,174
290370,6,12,17,18,20,28,20,33,12,22,188
233033,17,23,18,16,20,13,12,8,3,3,133
1945162,6,8,10,10,9,14,20,18,33,19,147
2059855,0,5,2,7,5,5,17,13,10,13,77
470608,14,15,20,15,9,5,2,3,4,1,88
380497,0,3,10,5,4,8,10,13,18,10,81
151125,14,22,24,16,19,14,22,17,13,6,167
372321,22,23,20,27,20,18,23,17,20,36,226
1928805,9,14,22,29,24,16,16,13,8,7,158
249446,14,12,11,15,8,18,24,16,16,14,148
503406,9,5,9,9,9,5,12,4,8,6,76
631400,18,29,33,51,63,60,71,82,62,93,562
4107890,1,0,2,5,7,9,10,14,24,22,94
634131,1,22,18,11,15,7,6,8,5,2,95
524905,13,16,14,17,11,5,10,7,3,7,103
536184,9,12,11,14,17,15,12,6,7,5,108
667261,12,12,20,28,33,34,33,39,37,26,274
1453695,4,5,7,15,10,20,13,9,16,9,108
15052419,2,2,10,14,27,78,78,152,154,187,704
765572,10,21,25,26,14,21,17,19,18,5,176
1453705,2,2,9,10,22,19,15,22,14,12,127
2084490,3,7,10,10,9,12,10,19,17,18,115
2078181,1,3,5,8,4,8,13,7,10,4,63
93836,5,8,16,26,24,34,46,63,50,63,335
151181,4,14,16,17,21,19,18,14,13,18,154
2108460,3,8,8,6,11,13,21,25,19,22,136
642711,5,16,24,23,27,20,21,23,28,26,213
175769,10,19,25,16,24,11,7,13,10,14,149
1404572,3,0,6,9,12,10,8,7,11,20,86
332400,4,9,7,10,12,15,9,6,4,13,89
650917,10,10,8,14,23,23,20,19,10,11,148
1257127,62,72,95,117,115,130,132,143,150,133,1149
208553,7,11,9,7,7,6,8,9,7,6,77
159412,12,10,20,19,7,9,3,5,0,3,88
347830,8,15,12,9,13,9,10,3,2,0,81
274103,6,7,8,7,13,12,7,5,5,7,77
1044152,2,6,7,11,12,10,8,10,7,10,83
249541,4,2,7,7,8,15,11,10,3,10,77
199969,4,7,6,9,7,9,8,5,4,6,65
